25/06/2024 12.41.27	3802153287.44	4989550.00	1	22.58	
25/06/2024 12.41.31	3802153291.91	4989550.00	1	21.43	
25/06/2024 12.41.35	3802153295.99	4989550.00	1	22.25	
25/06/2024 12.41.40	3802153300.09	4989550.00	1	22.58	
25/06/2024 12.41.44	3802153304.14	4989550.00	1	21.10	
25/06/2024 12.41.48	3802153308.19	4989550.00	1	22.41	
25/06/2024 12.41.52	3802153312.29	4989550.00	1	21.43	
25/06/2024 12.41.56	3802153316.39	4989550.00	1	21.59	
25/06/2024 12.42.00	3802153320.49	4989550.00	1	23.07	
25/06/2024 12.42.04	3802153324.59	4989550.00	1	19.63	
25/06/2024 12.42.08	3802153328.64	4989550.00	1	21.92	
25/06/2024 12.42.12	3802153332.74	4989550.00	1	21.76	
25/06/2024 12.42.16	3802153336.84	4989550.00	1	22.08	
25/06/2024 12.42.20	3802153340.94	4989550.00	1	22.41	
25/06/2024 12.42.25	3802153345.04	4989550.00	1	21.43	
25/06/2024 12.42.29	3802153349.09	4989550.00	1	22.08	
25/06/2024 12.42.33	3802153353.19	4989550.00	1	-3.19	
25/06/2024 12.42.37	3802153357.24	4989550.00	1	21.26	
25/06/2024 12.42.41	3802153361.34	4989550.00	1	20.45	
25/06/2024 12.42.45	3802153365.39	4989550.00	1	21.10	
25/06/2024 12.42.49	3802153369.49	4989550.00	1	21.43	
25/06/2024 12.42.53	3802153373.59	4989550.00	1	20.94	
25/06/2024 12.42.57	3802153377.64	4989550.00	1	22.25	
25/06/2024 12.43.01	3802153381.74	4989550.00	1	21.76	
25/06/2024 12.43.05	3802153385.79	4989550.00	1	21.43	
25/06/2024 12.43.09	3802153389.89	4989550.00	1	21.92	
25/06/2024 12.43.13	3802153393.99	4989550.00	1	20.94	
25/06/2024 12.43.18	3802153398.04	4989550.00	1	22.25	
25/06/2024 12.43.22	3802153402.14	4989550.00	1	21.10	
25/06/2024 12.43.26	3802153406.24	4989550.00	1	21.43	
25/06/2024 12.43.30	3802153410.34	4989550.00	1	21.59	
25/06/2024 12.43.34	3802153414.44	4989550.00	1	20.94	
25/06/2024 12.43.38	3802153418.54	4989550.00	1	22.41	
25/06/2024 12.43.42	3802153422.64	4989550.00	1	21.92	
25/06/2024 12.43.46	3802153426.74	4989550.00	1	20.77	
25/06/2024 12.43.50	3802153430.84	4989550.00	1	22.41	
25/06/2024 12.43.54	3802153434.94	4989550.00	1	21.26	
25/06/2024 12.43.59	3802153439.04	4989550.00	1	22.41	
25/06/2024 12.44.03	3802153443.14	4989550.00	1	22.90	
25/06/2024 12.44.07	3802153447.24	4989605.00	1	23.23	
25/06/2024 12.44.11	3802153451.34	4989615.00	1	20.77	
25/06/2024 12.44.15	3802153455.44	4989620.00	1	23.23	
25/06/2024 12.44.19	3802153459.54	4989625.00	1	23.72	
25/06/2024 12.44.23	3802153463.64	4989625.00	1	23.39	
25/06/2024 12.44.27	3802153467.74	4989630.00	1	21.92	
25/06/2024 12.44.31	3802153471.84	4989630.00	1	23.23	
25/06/2024 12.44.35	3802153475.94	4989630.00	1	23.56	
25/06/2024 12.44.40	3802153480.04	4989635.00	1	22.90	
25/06/2024 12.44.44	3802153484.14	4989635.00	1	23.07	
25/06/2024 12.44.48	3802153488.24	4989635.00	1	27.80	
25/06/2024 12.44.52	3802153492.34	4989635.00	1	23.23	
25/06/2024 12.44.56	3802153496.44	4989635.00	1	23.56	
25/06/2024 12.45.00	3802153500.54	4989635.00	1	23.72	
25/06/2024 12.45.04	3802153504.64	4989635.00	1	24.05	
25/06/2024 12.45.08	3802153508.74	4989635.00	1	23.39	
25/06/2024 12.45.12	3802153512.84	4989635.00	1	22.25	
25/06/2024 12.45.16	3802153516.89	4989635.00	1	27.47	
25/06/2024 12.45.20	3802153520.99	4989635.00	1	23.72	
25/06/2024 12.45.25	3802153525.09	4989635.00	1	19.46	
25/06/2024 12.45.29	3802153529.14	4989635.00	1	23.23	
25/06/2024 12.45.33	3802153533.24	4989635.00	1	23.56	
25/06/2024 12.45.37	3802153537.34	4989635.00	1	23.56	
25/06/2024 12.45.41	3802153541.44	4989640.00	1	21.76	
25/06/2024 12.45.45	3802153545.54	4989640.00	1	23.72	
25/06/2024 12.45.49	3802153549.64	4989640.00	1	23.72	
25/06/2024 12.45.53	3802153553.74	4989640.00	1	23.39	
25/06/2024 12.45.57	3802153557.84	4989640.00	1	23.07	
25/06/2024 12.46.01	3802153561.94	4989640.00	1	23.23	
25/06/2024 12.46.06	3802153566.04	4989640.00	1	23.72	
25/06/2024 12.46.10	3802153570.14	4989640.00	1	24.21	
25/06/2024 12.46.14	3802153574.19	4989640.00	1	23.07	
25/06/2024 12.46.18	3802153578.29	4989640.00	1	22.25	
25/06/2024 12.46.22	3802153582.39	4989640.00	1	22.74	
25/06/2024 12.46.26	3802153586.49	4989640.00	1	23.56	
25/06/2024 12.46.30	3802153590.59	4989640.00	1	23.23	
25/06/2024 12.46.34	3802153594.64	4989640.00	1	22.74	
25/06/2024 12.46.38	3802153598.74	4989640.00	1	23.23	
25/06/2024 12.46.42	3802153602.84	4989640.00	1	20.77	
25/06/2024 12.46.46	3802153606.94	4989640.00	1	22.74	
25/06/2024 12.46.51	3802153611.04	4989640.00	1	22.74	
25/06/2024 12.46.55	3802153615.09	4989640.00	1	23.23	
