07/05/2024 14.49.09	3797927349.63	4975938.86	1	24.21	
07/05/2024 14.49.13	3797927353.78	4975940.15	1	21.43	
07/05/2024 14.49.17	3797927357.83	4975940.15	1	22.74	
07/05/2024 14.49.21	3797927361.93	4975940.15	1	20.77	
07/05/2024 14.49.26	3797927366.04	4975937.65	1	21.92	
07/05/2024 14.49.30	3797927370.13	4975937.65	1	21.92	
07/05/2024 14.49.34	3797927374.23	4975937.65	1	16.01	
07/05/2024 14.49.38	3797927378.29	4975940.15	1	22.90	
07/05/2024 14.49.42	3797927382.38	4975937.65	1	20.94	
07/05/2024 14.49.46	3797927386.48	4975937.65	1	22.90	
07/05/2024 14.49.50	3797927390.58	4975937.65	1	-29.96	
07/05/2024 14.49.54	3797927394.68	4975937.65	1	21.76	
07/05/2024 14.49.58	3797927398.79	4975940.15	1	22.08	
07/05/2024 14.50.02	3797927402.88	4975937.65	1	20.77	
07/05/2024 14.50.06	3797927406.98	4975937.65	1	20.94	
07/05/2024 14.50.11	3797927411.08	4975937.65	1	24.05	
07/05/2024 14.50.15	3797927415.13	4975937.65	1	21.59	
07/05/2024 14.50.19	3797927419.23	4975937.65	1	18.15	
07/05/2024 14.50.23	3797927423.33	4975937.65	1	22.58	
07/05/2024 14.50.27	3797927427.43	4975937.65	1	22.90	
07/05/2024 14.50.31	3797927431.53	4975937.65	1	21.26	
07/05/2024 14.50.35	3797927435.63	4975937.65	1	21.92	
07/05/2024 14.50.39	3797927439.73	4975937.65	1	22.74	
07/05/2024 14.50.43	3797927443.83	4975937.65	1	22.41	
07/05/2024 14.50.47	3797927447.93	4975937.65	1	20.45	
07/05/2024 14.50.51	3797927451.98	4975937.65	1	23.23	
07/05/2024 14.50.56	3797927456.09	4975937.65	1	23.88	
07/05/2024 14.51.00	3797927460.18	4975937.65	1	22.90	
07/05/2024 14.51.04	3797927464.24	4975937.65	1	22.58	
07/05/2024 14.51.08	3797927468.33	4975940.15	1	21.43	
07/05/2024 14.51.12	3797927472.44	4975940.15	1	22.74	
07/05/2024 14.51.16	3797927476.53	4975940.15	1	20.12	
07/05/2024 14.51.20	3797927480.63	4975937.65	1	20.12	
07/05/2024 14.51.24	3797927484.73	4975940.15	1	23.07	
07/05/2024 14.51.28	3797927488.84	4975937.65	1	23.07	
07/05/2024 14.51.32	3797927492.93	4975937.65	1	23.07	
07/05/2024 14.51.37	3797927497.03	4975937.65	1	21.26	
07/05/2024 14.51.41	3797927501.14	4975937.65	1	21.59	
07/05/2024 14.51.45	3797927505.23	4975937.65	1	20.77	
07/05/2024 14.51.49	3797927509.33	4975937.65	1	21.92	
07/05/2024 14.51.53	3797927513.44	4975937.65	1	22.08	
07/05/2024 14.51.57	3797927517.53	4975937.65	1	24.54	
07/05/2024 14.52.01	3797927521.64	4975940.15	1	22.90	
07/05/2024 14.52.05	3797927525.73	4975937.65	1	23.07	
07/05/2024 14.52.09	3797927529.78	4975937.65	1	23.39	
07/05/2024 14.52.13	3797927533.83	4975940.15	1	20.77	
07/05/2024 14.52.17	3797927537.93	4975940.15	1	21.59	
07/05/2024 14.52.22	3797927542.03	4975937.65	1	20.12	
07/05/2024 14.52.26	3797927546.13	4975937.65	1	21.10	
07/05/2024 14.52.30	3797927550.18	4975937.65	1	20.61	
07/05/2024 14.52.34	3797927554.28	4975937.65	1	22.90	
07/05/2024 14.52.38	3797927558.38	4975937.65	1	21.76	
07/05/2024 14.52.42	3797927562.43	4975937.65	1	21.92	
07/05/2024 14.52.46	3797927566.53	4975937.65	1	20.77	
07/05/2024 14.52.50	3797927570.63	4975937.65	1	20.94	
07/05/2024 14.52.54	3797927574.73	4975937.65	1	21.76	
07/05/2024 14.52.58	3797927578.83	4975937.65	1	20.45	
07/05/2024 14.53.02	3797927582.94	4975937.65	1	19.79	
07/05/2024 14.53.07	3797927587.03	4975937.65	1	21.59	
07/05/2024 14.53.11	3797927591.14	4975937.65	1	22.08	
07/05/2024 14.53.15	3797927595.23	4975937.65	1	6.27	
07/05/2024 14.53.19	3797927599.33	4975937.65	1	20.12	
07/05/2024 14.53.23	3797927603.43	4975940.15	1	21.59	
07/05/2024 14.53.27	3797927607.53	4975940.15	1	21.43	
07/05/2024 14.53.31	3797927611.63	4975937.65	1	22.08	
07/05/2024 14.53.35	3797927615.74	4975940.15	1	21.10	
07/05/2024 14.53.39	3797927619.83	4975940.15	1	22.41	
07/05/2024 14.53.43	3797927623.93	4975937.65	1	20.45	
07/05/2024 14.53.48	3797927628.03	4975937.65	1	21.92	
07/05/2024 14.53.52	3797927632.08	4975937.65	1	-21.42	
07/05/2024 14.53.56	3797927636.19	4975937.65	1	21.10	
07/05/2024 14.54.00	3797927640.29	4975937.65	1	23.07	
07/05/2024 14.54.04	3797927644.39	4975940.15	1	18.31	
07/05/2024 14.54.08	3797927648.48	4975937.65	1	20.12	
07/05/2024 14.54.12	3797927652.58	4975937.65	1	21.76	
07/05/2024 14.54.16	3797927656.68	4975937.65	1	18.48	
