17/06/2024 15.10.02	3801471002.79	4993090.00	1	20.77	
17/06/2024 15.10.06	3801471006.90	4993090.00	1	26.01	
17/06/2024 15.10.10	3801471010.99	4993090.00	1	21.59	
17/06/2024 15.10.15	3801471015.09	4993090.00	1	22.41	
17/06/2024 15.10.19	3801471019.19	4993090.00	1	10.40	
17/06/2024 15.10.23	3801471023.29	4993090.00	1	21.26	
17/06/2024 15.10.27	3801471027.34	4993090.00	1	13.37	
17/06/2024 15.10.31	3801471031.44	4993090.00	1	20.94	
17/06/2024 15.10.35	3801471035.54	4993090.00	1	22.25	
17/06/2024 15.10.39	3801471039.64	4993090.00	1	21.26	
17/06/2024 15.10.43	3801471043.74	4993090.00	1	20.45	
17/06/2024 15.10.47	3801471047.84	4993090.00	1	21.10	
17/06/2024 15.10.51	3801471051.94	4993090.00	1	15.35	
17/06/2024 15.10.56	3801471056.04	4993090.00	1	21.10	
17/06/2024 15.11.00	3801471060.14	4993090.00	1	20.94	
17/06/2024 15.11.04	3801471064.24	4993090.00	1	21.92	
17/06/2024 15.11.08	3801471068.34	4993090.00	1	21.43	
17/06/2024 15.11.12	3801471072.44	4993090.00	1	21.59	
17/06/2024 15.11.16	3801471076.54	4993090.00	1	20.61	
17/06/2024 15.11.20	3801471080.64	4993090.00	1	21.92	
17/06/2024 15.11.24	3801471084.74	4993090.00	1	20.94	
17/06/2024 15.11.28	3801471088.84	4993090.00	1	21.26	
17/06/2024 15.11.32	3801471092.94	4993090.00	1	21.92	
17/06/2024 15.11.37	3801471097.04	4993090.00	1	21.92	
17/06/2024 15.11.41	3801471101.14	4993090.00	1	20.94	
17/06/2024 15.11.45	3801471105.24	4993090.00	1	21.26	
17/06/2024 15.11.49	3801471109.34	4993090.00	1	25.19	
17/06/2024 15.11.53	3801471113.44	4993090.00	1	21.43	
17/06/2024 15.11.57	3801471117.54	4993090.00	1	22.25	
17/06/2024 15.12.01	3801471121.64	4993090.00	1	21.43	
17/06/2024 15.12.05	3801471125.74	4993160.00	1	20.28	
17/06/2024 15.12.09	3801471129.84	4993410.00	1	22.58	
17/06/2024 15.12.13	3801471133.94	4993420.00	1	23.07	
17/06/2024 15.12.18	3801471138.04	4993430.00	1	23.88	
17/06/2024 15.12.22	3801471142.14	4993435.00	1	23.56	
17/06/2024 15.12.26	3801471146.24	4993440.00	1	22.58	
17/06/2024 15.12.30	3801471150.34	4993445.00	1	20.94	
17/06/2024 15.12.34	3801471154.44	4993445.00	1	23.07	
17/06/2024 15.12.38	3801471158.54	4993445.00	1	23.23	
17/06/2024 15.12.42	3801471162.64	4993445.00	1	22.90	
17/06/2024 15.12.46	3801471166.74	4993450.00	1	24.05	
17/06/2024 15.12.50	3801471170.84	4993450.00	1	22.41	
17/06/2024 15.12.54	3801471174.94	4993450.00	1	22.25	
17/06/2024 15.12.59	3801471179.04	4993450.00	1	23.07	
17/06/2024 15.13.03	3801471183.14	4993450.00	1	23.88	
17/06/2024 15.13.07	3801471187.24	4993450.00	1	24.37	
17/06/2024 15.13.11	3801471191.34	4993450.00	1	21.59	
17/06/2024 15.13.15	3801471195.44	4993450.00	1	22.58	
