18/06/2024 11.18.00	3801543480.02	4992855.00	1	20.77	
18/06/2024 11.18.04	3801543484.10	4992855.00	1	22.58	
18/06/2024 11.18.08	3801543488.18	4992855.00	1	22.74	
18/06/2024 11.18.12	3801543492.28	4992855.00	1	20.94	
18/06/2024 11.18.16	3801543496.38	4992855.00	1	20.61	
18/06/2024 11.18.20	3801543500.48	4992855.00	1	21.76	
18/06/2024 11.18.24	3801543504.58	4992855.00	1	21.26	
18/06/2024 11.18.28	3801543508.68	4992855.00	1	20.12	
18/06/2024 11.18.32	3801543512.78	4992855.00	1	21.59	
18/06/2024 11.18.36	3801543516.88	4992850.00	1	20.45	
18/06/2024 11.18.40	3801543520.99	4992850.00	1	21.59	
18/06/2024 11.18.45	3801543525.08	4992855.00	1	21.76	
18/06/2024 11.18.49	3801543529.18	4992850.00	1	21.76	
18/06/2024 11.18.53	3801543533.28	4992850.00	1	20.28	
18/06/2024 11.18.57	3801543537.38	4992850.00	1	21.10	
18/06/2024 11.19.01	3801543541.48	4992850.00	1	21.59	
18/06/2024 11.19.05	3801543545.58	4992850.00	1	20.77	
18/06/2024 11.19.09	3801543549.68	4992850.00	1	17.98	
18/06/2024 11.19.13	3801543553.79	4992850.00	1	21.92	
18/06/2024 11.19.17	3801543557.88	4992850.00	1	22.25	
18/06/2024 11.19.21	3801543561.98	4992850.00	1	21.10	
18/06/2024 11.19.26	3801543566.08	4992850.00	1	20.94	
18/06/2024 11.19.30	3801543570.18	4992855.00	1	21.59	
18/06/2024 11.19.34	3801543574.28	4992850.00	1	21.92	
18/06/2024 11.19.38	3801543578.39	4992855.00	1	21.43	
18/06/2024 11.19.42	3801543582.48	4992855.00	1	21.76	
18/06/2024 11.19.46	3801543586.58	4992850.00	1	21.43	
18/06/2024 11.19.50	3801543590.68	4992850.00	1	22.25	
18/06/2024 11.19.54	3801543594.78	4993010.00	1	22.25	
18/06/2024 11.19.58	3801543598.88	4993025.00	1	23.23	
18/06/2024 11.20.02	3801543602.98	4993035.00	1	22.08	
18/06/2024 11.20.07	3801543607.08	4993040.00	1	22.08	
18/06/2024 11.20.11	3801543611.18	4993045.00	1	22.74	
18/06/2024 11.20.15	3801543615.28	4993050.00	1	22.90	
18/06/2024 11.20.19	3801543619.38	4993050.00	1	22.58	
18/06/2024 11.20.23	3801543623.48	4993055.00	1	23.23	
18/06/2024 11.20.27	3801543627.58	4993055.00	1	22.41	
18/06/2024 11.20.31	3801543631.68	4993055.00	1	24.70	
